taxonKey	taxonName	kingdom	class	year_2024_em_status_occupancy_BrusselsNatura2000	year_2024_em_status_occs_BrusselsNatura2000	year_2024_em_status_occupancy_Brussels	year_2024_em_status_occs_Brussels	year_2023_em_status_occupancy_BrusselsNatura2000	year_2023_em_status_occs_BrusselsNatura2000	year_2023_em_status_occupancy_Brussels	year_2023_em_status_occs_Brussels	year_2022_em_status_occupancy_BrusselsNatura2000	year_2022_em_status_occs_BrusselsNatura2000	year_2022_em_status_occupancy_Brussels	year_2022_em_status_occs_Brussels	mean_growth	clasKey
5389029	Solidago canadensis L.	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.9081190893817773	220
3172100	Veronica filiformis Sm.	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.8966343230239915	220
5376961	Lepidium draba L.	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.8761228549293375	220
5289744	Phalaris canariensis L.	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.8556315828568312	196
2437450	Tamias sibiricus (Laxmann, 1769)	Animalia	Mammalia	1	1	1	1	1	1	1	1	1	1	1	1	0.853974916473014	359
3189815	Aesculus hippocastanum L.	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.8477661096724068	220
3039203	Parthenocissus inserta (A.Kern.) Fritsch	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.716999167764581	220
2436940	Oryctolagus cuniculus (Linnaeus, 1758)	Animalia	Mammalia	1	1	1	1	1	1	1	1	1	1	1	1	0.6222078571706797	359
2426661	Pelophylax ridibundus (Pallas, 1771)	Animalia	Amphibia	1	1	1	1	1	1	1	1	1	1	1	1	0.5552747874771164	131
2986045	Philadelphus coronarius L.	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		220
3152583	Hibiscus syriacus L.	Plantae	Magnoliopsida	1	1	1	0	1	1	1	0	3	3	3	0	0.37043989224093093	220
2702727	Festuca myuros L.	Plantae	Liliopsida	1	1	1	0	1	1	1	0	1	0	1	0	0.8585068743304222	196
8288647	Pterocarya fraxinifolia (Poir.) Spach	Plantae	Magnoliopsida	1	1	0	1	1	1	0	1	1	2	0	1	0.592674641965904	220
2926110	Borago officinalis L.	Plantae	Magnoliopsida	1	0	3	1	1	0	3	1	1	1	3	1	0.9038339587383337	220
2439261	Rattus norvegicus (Berkenhout, 1769)	Animalia	Mammalia	1	0	3	1	1	0	3	1	1	0	3	1	0.981854441828763	359
4460066	Chrysolina americana (Linnaeus, 1758)	Animalia	Insecta	1	0	1	1	1	0	1	1	1	0	3	3	0.9648734359805766	216
5415039	Syringa vulgaris L.	Plantae	Magnoliopsida	1	0	1	0	1	0	1	0	1	0	1	0	0.5197047478886505	220
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	Animalia	Aves	0	3	0	1	0	3	0	1	0	3	0	1	0.9121072789312202	212
2705449	Eragrostis minor Host	Plantae	Liliopsida	0	1	3	1	0	1	3	1	0	1	3	1	0.9846094357204642	196
5281901	Campylopus introflexus (Hedw.) Brid.	Plantae	Bryopsida	0	1	0	1	0	1	0	1	0	1	0	1	0.9235142823723429	327
2479226	Psittacula krameri (Scopoli, 1769)	Animalia	Aves	0	0	1	3	0	0	1	3	0	0	1	3	1.1616383453637156	212
9752149	Phasianus colchicus Linnaeus, 1758	Animalia	Aves	0	0	1	0	0	0	1	0	0	0	1	0	0.6474125261532189	212
5289756	Phalaris arundinacea L.	Plantae	Liliopsida	0	0	0	0	0	0	0	0	0	0	0	0	0.8434658582123706	196
2362030	Ctenopharyngodon idella (Valenciennes, 1844)	Animalia				3	3			3	3			3	3	1.472049477974735	
4129708	Lolium multiflorum Lam.	Plantae	Liliopsida			3	3			3	3			3	3	1.4238151862785615	196
4201607	Phedimus spurius (M.Bieb.) 't Hart	Plantae	Magnoliopsida			3	3			3	3			3	3	1.277675453851943	220
8911082	Amaranthus blitum L.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.2102140217979664	220
5289919	Polypogon viridis (Gouan) Breistr.	Plantae	Liliopsida			3	3			3	3			3	3	1.1819520493062567	196
5350005	Coronilla varia L.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.171184566800947	220
5361909	Ficus carica L.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.1517446312663735	220
5289686	Setaria verticillata (L.) P.Beauv.	Plantae	Liliopsida			3	3			3	3			3	3	1.1033902789922547	196
3024109	Amelanchier ×lamarckii F.G.Schroed.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.099414497656226	220
5384364	Amaranthus hybridus L.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.073215719401435	220
5289693	Setaria pumila (Poir.) Roem. & Schult.	Plantae	Liliopsida			3	3			3	3			3	3	1.0373759439571884	196
6109535	Trifolium hybridum L.	Plantae	Magnoliopsida			3	3			3	3			3	3	1.031044824586662	220
1997215	Blattella germanica (Linnaeus, 1767)	Animalia	Insecta			3	3			3	3			3	3		216
2715482	Cyperus eragrostis Lam.	Plantae	Liliopsida			3	3			3	3			3	3		196
3067353	Euphorbia characias L.	Plantae	Magnoliopsida			3	3			3	3			3	3		220
4485843	Halyomorpha halys (Stål, 1855)	Animalia	Insecta			3	3			3	3			3	3		216
8168344	Hedera hibernica Poit.	Plantae	Magnoliopsida			3	3			3	3			3	3		220
2984366	Soleirolia soleirolii (Req.) Dandy	Plantae	Magnoliopsida			3	3			3	3			2	2		220
5372639	Salix babylonica L.	Plantae	Magnoliopsida			3	3			3	3			2	2		220
1017419	Oxidus gracilis (C.L.Koch, 1847)	Animalia	Diplopoda			3	3			3	3			1	1		361
3067891	Euphorbia prostrata Aiton	Plantae	Magnoliopsida			3	3			3	3			1	1		220
3664589	Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	Plantae	Magnoliopsida			3	3			3	3			1	1		220
4562529	Morlina glabra (Rossmässler, 1835)	Animalia	Gastropoda			3	3			3	3			1	1		225
5192470	Potamopyrgus antipodarum (J.E.Gray, 1843)	Animalia	Gastropoda			3	3			3	3			1	1		225
1622658	Rhagoletis completa Cresson, 1929	Animalia	Insecta			3	3			3	2			1	1		216
5371808	Angelica archangelica L.	Plantae	Magnoliopsida			3	3			2	3			2	3	1.0255078921626164	220
2765156	Tradescantia fluminensis Vell.	Plantae	Liliopsida			3	3			2	3			1	1		196
2891783	Impatiens balfourii Hook.fil.	Plantae	Magnoliopsida			3	3			2	2			3	3		220
3084015	Phytolacca americana L.	Plantae	Magnoliopsida			3	3			2	2			3	3		220
5347846	Lathyrus oleraceus Lam.	Plantae	Magnoliopsida			3	3			2	2			2	2		220
6027089	Smyrnium perfoliatum L.	Plantae	Magnoliopsida			3	3			1	3			3	3		220
5421180	Koelreuteria paniculata Laxm.	Plantae	Magnoliopsida			3	3			1	3			2	3	1.1764735319341495	220
8701771	Obama nungara Carbayo, Alvarez-Presas, Jones & Riutort, 2016	Animalia				3	3			1	3			1	3	1.5885663609035456	
2294277	Theba pisana (O.F.Müller, 1774)	Animalia	Gastropoda			3	3			1	1			3	3		225
2926045	Brunnera macrophylla (Adams) I.M.Johnst.	Plantae	Magnoliopsida			3	3			1	1			3	3		220
2927028	Salvia nemorosa L.	Plantae	Magnoliopsida			3	3			1	1			3	3		220
2984532	Zelkova serrata (Thunb.) Makino	Plantae	Magnoliopsida			3	3			1	1			3	3		220
3034646	Anethum graveolens L.	Plantae	Magnoliopsida			3	3			1	1			3	3		220
5353590	Cercis siliquastrum L.	Plantae	Magnoliopsida			3	3			1	1			3	3		220
8848208	Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal	Plantae	Magnoliopsida			3	3			1	1			3	3		220
9890104	Xeroplexa intersecta (Poiret, 1801)	Animalia	Gastropoda			3	3			1	1			3	3		225
10801424	Salvia yangii B.T.Drew	Plantae	Magnoliopsida			3	3			1	1			3	3		220
4483971	Populicerus albicans (Kirschbaum, 1868)	Animalia	Insecta			3	3			1	1			2	3		216
3112364	Cynara cardunculus L.	Plantae	Magnoliopsida			3	3			1	1			2	2		220
7403263	Lactuca sativa L.	Plantae	Magnoliopsida			3	3			1	1			2	2		220
3034393	Eryngium planum L.	Plantae	Magnoliopsida			3	3			1	1			1	3		220
1309652	Dryocosmus kuriphilus Yasumatsu, 1951	Animalia	Insecta			3	3			1	1			1	1		216
2038171	Opsius stactogalus Fieber, 1866	Animalia	Insecta			3	3			1	1			1	1		216
2650827	Cyrtomium fortunei J.Sm.	Plantae	Polypodiopsida			3	3			1	1			1	1		7228684
2705144	Panicum dichotomiflorum Michx.	Plantae	Liliopsida			3	3			1	1			1	1		196
2705966	Secale cereale L.	Plantae	Liliopsida			3	3			1	1			1	1		196
2747939	Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.	Plantae	Liliopsida			3	3			1	1			1	1		196
2775619	Yucca gloriosa L.	Plantae	Liliopsida			3	3			1	1			1	1		196
2880580	Quercus cerris L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2891755	Oxalis latifolia Kunth	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2913169	Galium parisiense L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2925527	Verbena hastata L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2925895	Echium plantagineum L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2971016	Melilotus indicus (L.) All.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2974921	Vicia villosa subsp. varia (Host) Corb.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3022609	Prunus serrulata Lindl.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3033833	Delphinium ajacis L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3086240	Mirabilis jalapa L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3101193	Dittrichia graveolens (L.) Greuter	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3114225	Rudbeckia hirta L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3133950	Coreopsis tinctoria Nutt.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3138195	Eutrochium maculatum (L.) E.E.Lamont	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3146717	Erigeron bonariensis L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
3189073	Epilobium brachycarpum C.Presl	Plantae	Magnoliopsida			3	3			1	1			1	1		220
4483961	Viridicerus ustulatus (Mulsant & Rey, 1855)	Animalia	Insecta			3	3			1	1			1	1		216
5289833	Nassella tenuissima (Trin.) Barkworth	Plantae	Liliopsida			3	3			1	1			1	1		196
5361982	Sedum hispanicum L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
5384396	Amaranthus deflexus L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
5567694	Bergenia crassifolia (L.) Fritsch	Plantae	Magnoliopsida			3	3			1	1			1	1		220
8133114	Aster amellus L.	Plantae	Magnoliopsida			3	3			1	1			1	1		220
8149923	Prunus persica (L.) Stokes	Plantae	Magnoliopsida			3	3			1	1			1	1		220
9673106	Eriocapitella ×hybrida (L.H.Bailey) Christenh. & Byng	Plantae	Magnoliopsida			3	3			1	1			1	1		220
2972595	Onobrychis viciifolia Scop.	Plantae	Magnoliopsida			3	2			3	3			3	3		220
5334242	Lonicera tatarica L.	Plantae	Magnoliopsida			3	2			3	3			3	3		220
7437751	Urtica membranacea Poir. ex Savigny	Plantae	Magnoliopsida			3	2			3	3			1	3		220
4427319	Anthrenus angustefasciatus Ganglbauer, 1904	Animalia	Insecta			3	2			3	3			1	1		216
4286942	Carassius auratus (Linnaeus, 1758)	Animalia				3	2			1	1			3	3		
5299536	Tulipa sylvestris L.	Plantae	Liliopsida			3	2			1	1			3	3		196
5341373	Scutellaria altissima L.	Plantae	Magnoliopsida			3	2			1	1			3	3		220
1932752	Cacyreus marshalli Butler, 1897	Animalia	Insecta			3	2			1	1			1	1		216
2684191	Taxodium distichum (L.) Rich.	Plantae	Pinopsida			3	2			1	1			1	1		194
5370380	Dasiphora fruticosa (L.) Rydb.	Plantae	Magnoliopsida			3	2			1	1			1	1		220
7802465	Nymphaea ×marliacea Lat.-Marl.	Plantae	Magnoliopsida			3	2			1	1			1	1		220
9148577	Alnus incana (L.) Moench	Plantae	Magnoliopsida			3	1			3	1			3	1	0.9853097781273074	220
2705162	Panicum capillare L.	Plantae	Liliopsida			3	1			3	1			3	1	0.9606134549010318	196
3172001	Antirrhinum majus L.	Plantae	Magnoliopsida			3	1			3	1			3	1	0.9407259182914994	220
2988188	Pyracantha coccinea M.Roem.	Plantae	Magnoliopsida			3	1			3	1			3	1	0.9161898297900312	220
3003979	Rosa rugosa Thunb.	Plantae	Magnoliopsida			3	1			3	1			3	1	0.9011058968906122	220
2705401	Eragrostis multicaulis Steud.	Plantae	Liliopsida			3	1			3	1			3	1	0.8475548604274479	196
5408087	Lobelia erinus L.	Plantae	Magnoliopsida			3	1			2	1			3	1	0.7679925964490283	220
5367294	Potentilla recta L.	Plantae	Magnoliopsida			3	1			2	1			2	1	0.9514904118376949	220
2873991	Aristolochia clematitis L.	Plantae	Magnoliopsida			3	1			2	1			2	1	0.8543403122359321	220
3046851	Sisymbrium irio L.	Plantae	Magnoliopsida			3	1			2	1			2	1	0.8410387119532651	220
2650107	Azolla filiculoides Lam.	Plantae	Polypodiopsida			3	0			3	0			3	0	0.5999552993567115	7228684
3046812	Sisymbrium orientale L.	Plantae	Magnoliopsida			2	3			3	3			3	3	1.192142543815055	220
3034182	Ammi majus L.	Plantae	Magnoliopsida			2	3			2	3			1	3	1.1234099541822007	220
3026092	Cotoneaster hjelmqvistii Flinck & B.Hylmö	Plantae	Magnoliopsida			2	3			2	2			2	2		220
3034871	Coriandrum sativum L.	Plantae	Magnoliopsida			2	3			2	2			2	2		220
3114643	Carduus acanthoides L.	Plantae	Magnoliopsida			2	3			2	2			2	2		220
3147018	Erigeron floribundus (Kunth) Sch.Bip.	Plantae	Magnoliopsida			2	3			1	1			2	2		220
9326020	Gallus gallus (Linnaeus, 1758)	Animalia	Aves			2	3			1	1			1	1		212
7678610	Raphanus sativus L.	Plantae	Magnoliopsida			2	2			3	3			3	3		220
2890035	Geranium ×oxonianum P.F.Yeo	Plantae	Magnoliopsida			2	2			3	3			2	2		220
3039194	Parthenocissus quinquefolia (L.) Planch.	Plantae	Magnoliopsida			2	2			3	3			2	2		220
3145214	Silybum marianum (L.) Gaertn.	Plantae	Magnoliopsida			2	2			3	3			2	2		220
3690997	Cardamine occulta Hornem.	Plantae	Magnoliopsida			2	2			3	3			2	2		220
4259350	Tilia tomentosa Moench	Plantae	Magnoliopsida			2	2			3	3			1	1		220
3169137	Euonymus fortunei (Turcz.) Hand.-Mazz.	Plantae	Magnoliopsida			2	2			3	2			3	3		220
4598225	Tandonia budapestensis (Hazay, 1880)	Animalia	Gastropoda			2	2			3	2			1	1		225
3756650	Chenopodium ×reynieri Ludw. & Aellen	Plantae	Magnoliopsida			2	2			2	2			3	3		220
6362904	Populus trichocarpa Torr. & A.Gray ex Hook.	Plantae	Magnoliopsida			2	2			2	2			3	3		220
2931237	Solanum triflorum Nutt.	Plantae	Magnoliopsida			2	2			2	2			2	2		220
5123474	Anthophila nemorana (Hübner, 1799)	Animalia	Insecta			2	2			2	2			2	2		216
2705181	Sorghum bicolor (L.) Moench	Plantae	Liliopsida			2	2			2	2			1	1		196
2891707	Oxalis debilis Kunth	Plantae	Magnoliopsida			2	2			2	2			1	1		220
2928576	Ipomoea purpurea (L.) Roth	Plantae	Magnoliopsida			2	2			2	2			1	1		220
2959443	Gleditsia triacanthos L.	Plantae	Magnoliopsida			2	2			2	2			1	1		220
2965331	Medicago ×varia Martyn	Plantae	Magnoliopsida			2	2			2	2			1	1		220
3797084	Alkekengi officinarum Moench	Plantae	Magnoliopsida			2	2			2	2			1	1		220
4038485	Reynoutria ×bohemica Chrtek & Chrtková	Plantae	Magnoliopsida			2	2			2	2			1	1		220
4567717	Boettgerilla pallens Simroth, 1912	Animalia	Gastropoda			2	2			2	2			1	1		225
1718308	Acheta domesticus (Linnaeus, 1758)	Animalia	Insecta			2	2			1	1			3	3		216
2362868	Pseudorasbora parva (Temminck & Schlegel, 1846)	Animalia				2	2			1	1			3	3		
2974832	Vicia faba L.	Plantae	Magnoliopsida			2	2			1	1			3	3		220
7127354	Cyclamen coum Mill.	Plantae	Magnoliopsida			2	2			1	1			3	3		220
8313153	Quercus palustris Münchh.	Plantae	Magnoliopsida			2	2			1	1			3	3		220
2225776	Eriocheir sinensis H.Milne Edwards, 1853	Animalia	Malacostraca			2	2			1	1			3	2		229
5401760	Ageratum houstonianum Mill.	Plantae	Magnoliopsida			2	2			1	1			3	2		220
3666776	Oenothera ×ersteinensis H.P.Linder & R.Jean	Plantae	Magnoliopsida			2	2			1	1			2	3		220
2705400	Eragrostis pilosa (L.) P.Beauv.	Plantae	Liliopsida			2	2			1	1			2	2		196
2781074	Hemerocallis fulva (L.) L.	Plantae	Liliopsida			2	2			1	1			2	2		196
5341784	Physalis peruviana L.	Plantae	Magnoliopsida			2	2			1	1			2	2		220
8542672	Cotula australis (Sieber ex Spreng.) Hook.fil.	Plantae	Magnoliopsida			2	2			1	1			2	2		220
5415016	Linaria maroccana Hook.fil.	Plantae	Magnoliopsida			2	2			1	1			2	1		220
2876049	Corylus maxima Mill.	Plantae	Magnoliopsida			2	2			1	1			1	1		220
3152824	Liquidambar styraciflua L.	Plantae	Magnoliopsida			2	2			1	1			1	1		220
5298126	Iris sibirica L.	Plantae	Liliopsida			2	2			1	1			1	1		196
5377064	Lepidium densiflorum Schrad.	Plantae	Magnoliopsida			2	2			1	1			1	1		220
5384931	Houttuynia cordata Thunb.	Plantae	Magnoliopsida			2	2			1	1			1	1		220
8335191	Oloptum miliaceum (L.) Röser & Hamasha	Plantae	Liliopsida			2	2			1	1			1	1		196
8584304	Guizotia abyssinica (L.fil.) Cass.	Plantae	Magnoliopsida			2	2			1	1			1	1		220
7753992	Helix lucorum Linnaeus, 1758	Animalia	Gastropoda			2	1			3	3			1	1		225
2164198	Cheiracanthium mildei L.Koch, 1864	Animalia	Arachnida			2	1			2	2			3	3		367
6096602	Lophocolea semiteres (Lehm.) Mitt.	Plantae	Jungermanniopsida			2	1			2	2			2	2		126
2889019	Rumex patientia L.	Plantae	Magnoliopsida			2	1			1	1			2	1	0.8406928830944782	220
7903057	Brassica rapa L.	Plantae	Magnoliopsida			2	1			1	1			1	1	0.9150794918115644	220
4488821	Deraeocoris flavilinea (A.Costa, 1862)	Animalia	Insecta			2	1			1	1			1	1	0.8156148877747911	216
5371772	Levisticum officinale W.D.J.Koch	Plantae	Magnoliopsida			2	0			2	0			3	0	0.5201485853100496	220
2889934	Tropaeolum majus L.	Plantae	Magnoliopsida			2	0			2	0			2	0	0.6297228658018708	220
2706056	Hordeum vulgare L.	Plantae	Liliopsida			2	0			1	0			2	0	0.2006954539175761	196
7466434	Pastinaca sativa subsp. urens (Req. ex Godr.) Celak.	Plantae	Magnoliopsida			1	3			3	3			3	3	1.1343960611088189	220
2479798	Melopsittacus undulatus (Shaw, 1805)	Animalia	Aves			1	3			1	3			3	3	1.2379478723715394	212
3172104	Veronica peregrina L.	Plantae	Magnoliopsida			1	3			1	3			1	3	1.2462391927734768	220
3033077	Aucuba japonica Thunb.	Plantae	Magnoliopsida			1	3			1	3			1	3	1.1134854213297298	220
4286975	Cyprinus carpio Linnaeus, 1758	Animalia				1	3			1	3			1	3	1.025082851976763	
3085623	Petrorhagia saxifraga (L.) Link	Plantae	Magnoliopsida			1	3			1	1			1	1		220
7763534	Lauritrioza alacris (Flor, 1861)	Animalia	Insecta			1	3			1	1			1	1		216
2020686	Stephanitis takeyai Drake & Maa, 1955	Animalia	Insecta			1	2			2	2			3	3		216
5361785	Myriophyllum aquaticum (Vell.) Verdc.	Plantae	Magnoliopsida			1	2			2	2			2	3		220
2888814	Dipsacus laciniatus L.	Plantae	Magnoliopsida			1	2			1	2			1	1		220
5284809	Pinus nigra J.F.Arnold	Plantae	Pinopsida			1	1			3	3			3	3		194
5375920	Eruca vesicaria (L.) Cav.	Plantae	Magnoliopsida			1	1			3	3			2	2		220
2688189	Selaginella kraussiana (Kunze) A.Braun	Plantae	Lycopodiopsida			1	1			3	3			1	1		245
2929505	Solanum villosum Mill.	Plantae	Magnoliopsida			1	1			3	3			1	1		220
11007246	Clinopodium menthifolium (Host) Merino	Plantae	Magnoliopsida			1	1			3	3			1	1		220
2157245	Steatoda grossa (C.L.Koch, 1838)	Animalia	Arachnida			1	1			2	2			3	3		367
4067281	Symphytum ×hidcotense P.D.Sell	Plantae	Magnoliopsida			1	1			2	2			3	3		220
3171948	Verbascum phlomoides L.	Plantae	Magnoliopsida			1	1			2	1			3	3		220
5598915	Lonicera pileata Oliv.	Plantae	Magnoliopsida			1	1			2	1			2	1	0.6185632362752187	220
2927230	Stachys byzantina K.Koch	Plantae	Magnoliopsida			1	1			1	1			3	3		220
2988354	Physocarpus opulifolius (L.) Maxim.	Plantae	Magnoliopsida			1	1			1	1			3	3		220
5392243	Cichorium endivia L.	Plantae	Magnoliopsida			1	1			1	1			3	3		220
2867614	Lemna minuta Kunth	Plantae	Liliopsida			1	1			1	1			3	1	0.9082456613405022	196
7627205	Glebionis coronaria (L.) Tzvelev	Plantae	Magnoliopsida			1	1			1	1			2	3		220
7560711	Oxalis tetraphylla Cav.	Plantae	Magnoliopsida			1	1			1	1			1	3		220
9139578	Aulacaspis rosae (Bouché, 1833)	Animalia	Insecta			1	1			1	1			1	3		216
7828157	Petroselinum crispum (Mill.) Fuss	Plantae	Magnoliopsida			1	1			1	1			1	2		220
2479977	Nymphicus hollandicus (Kerr, 1792)	Animalia	Aves			1	1			1	1			1	1	1.0056825978456776	212
3050595	Hirschfeldia incana (L.) Lagr.-Foss.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.9955907725745418	220
5290177	Lagurus ovatus L.	Plantae	Liliopsida			1	1			1	1			1	1	0.9941870669149319	196
2705090	Panicum miliaceum L.	Plantae	Liliopsida			1	1			1	1			1	1	0.9791557657278973	196
2705290	Avena sativa L.	Plantae	Liliopsida			1	1			1	1			1	1	0.9719655560667464	196
3053406	Rorippa austriaca (Crantz) Besser	Plantae	Magnoliopsida			1	1			1	1			1	1	0.9712182135437597	220
5329212	Elodea nuttallii (Planch.) H.St.John	Plantae	Liliopsida			1	1			1	1			1	1	0.9634157152952614	196
8741260	Macrosaccus robiniella (Clemens, 1859)	Animalia	Insecta			1	1			1	1			1	1	0.9518835562850277	216
7111792	Lotus corniculatus subsp. corniculatus	Plantae	Magnoliopsida			1	1			1	1			1	1	0.9373839524252563	220
3033896	Berberis thunbergii DC.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.8915486987122587	220
3172615	Catalpa bignonioides Walter	Plantae	Magnoliopsida			1	1			1	1			1	1	0.8888890586648004	220
5373368	Rapistrum rugosum (L.) All.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.8648462703710681	220
7400250	Platanus ×hispanica Mill. ex Münchh.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.8612406713243456	220
3120790	Artemisia verlotiorum Lamotte	Plantae	Magnoliopsida			1	1			1	1			1	1	0.8190597922541034	220
6109534	Amaranthus retroflexus L.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.7987564567546166	220
3119175	Helianthus tuberosus L.	Plantae	Magnoliopsida			1	1			1	1			1	1	0.7953952148255835	220
10071055	Scandosorbus ×intermedia (Ehrh.) Sennikov	Plantae	Magnoliopsida			1	1			1	1			1	1	0.6546309165438468	220
2498344	Cygnus atratus (Latham, 1790)	Animalia	Aves			1	1			1	1			1	1	0.5454191061674627	212
2095283	Pseudococcus longispinus (Targioni Tozzetti, 1867)	Animalia	Insecta			1	1			1	1			1	1		216
2157203	Steatoda nobilis (Thorell, 1875)	Animalia	Arachnida			1	1			1	1			1	1		367
2494303	Serinus canaria (Linnaeus, 1758)	Animalia	Aves			1	1			1	1			1	1		212
2888585	Viburnum tinus L.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
2986111	Ribes aureum Pursh	Plantae	Magnoliopsida			1	1			1	1			1	1		220
3054117	Aubrieta deltoidea (L.) DC.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
3190382	Ruta graveolens L.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
3190411	Ptelea trifoliata L.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
3886505	Phlomis russeliana (Sims) Lag. ex Benth.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
4013762	Narcissus ×cyclazetta Chater & Stace	Plantae	Liliopsida			1	1			1	1			1	1		196
4206362	Onopordum beckianum A.John	Plantae	Magnoliopsida			1	1			1	1			1	1		220
7068845	Beta vulgaris subsp. vulgaris	Plantae	Magnoliopsida			1	1			1	1			1	1		220
7695021	Epimedium alpinum L.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
8898408	Pseudemys concinna (Le Conte, 1830)	Animalia	Testudines			1	1			1	1			1	1		11418114
8909809	Emys orbicularis (Linnaeus, 1758)	Animalia	Testudines			1	1			1	1			1	1		11418114
8993502	Silene italica (L.) Pers.	Plantae	Magnoliopsida			1	1			1	1			1	1		220
5362573	Pyrus communis L.	Plantae	Magnoliopsida			1	1			1	1			1	0	0.7361829764263187	220
8599762	Aproceros leucopoda Takeuchi, 1939	Animalia	Insecta			1	0			2	0			3	0	0.22687519724744973	216
5359378	Trifolium incarnatum L.	Plantae	Magnoliopsida			1	0			2	0			2	0	0.35337085979399635	220
3001244	Malus domestica (Suckow) Borkh.	Plantae	Magnoliopsida			1	0			1	0			1	0	0.7763159030047612	220
3042636	Brassica napus L.	Plantae	Magnoliopsida			1	0			1	0			1	0	0.7674812112118058	220
2703698	Bromus sitchensis Trin.	Plantae	Liliopsida			1	0			1	0			1	0	0.6650206244287198	196
3026162	Cotoneaster franchetii Boiss.	Plantae	Magnoliopsida			1	0			1	0			1	0	0.539665767428369	220
2295442	Limacus flavus (Linnaeus, 1758)	Animalia	Gastropoda			1	0			1	0			1	0	0.3597174702244407	225
2498259	Aythya nyroca (Güldenstädt, 1770)	Animalia	Aves			1	0			1	0			1	0	0.2388808404019514	212
7225471	Vicia villosa subsp. villosa	Plantae	Magnoliopsida			0	1			0	1			0	1	0.722680495230889	220
2996525	Rubus armeniacus Focke	Plantae	Magnoliopsida			0	1			0	1			0	1	0.6131040877746993	220
2703712	Bromus carinatus Hook. & Arn.	Plantae	Liliopsida			0	0			0	0			0	0	0.8337066355078441	196
6157026	Trachemys scripta elegans (Wied, 1838)	Animalia	Testudines			0	0			0	0			0	0	0.563771482858935	11418114
6157035	Trachemys scripta troostii (Holbrook, 1836)	Animalia	Testudines			0	0			0	0			0	0	0.45787169042981096	11418114
